epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,3163.25,2.31695,1.77989,2.39073,0.80675,0.89668,0.88846,0.58636,2.46795,1.6659,2.65091,0.0002872,0.0002872,0.0002872
182,3177.2,2.31762,1.79881,2.40225,0.78303,0.80081,0.87164,0.5893,2.40231,1.73291,2.59992,0.00028324,0.00028324,0.00028324
183,3195.77,2.34879,1.79909,2.43327,0.788,0.83899,0.89044,0.59117,2.45291,1.70487,2.63047,0.00027928,0.00027928,0.00027928
184,3240.38,2.32075,1.76495,2.41828,0.80134,0.81149,0.88567,0.58953,2.45276,1.88838,2.60863,0.00027532,0.00027532,0.00027532
185,3254.99,2.33048,1.7843,2.41355,0.84226,0.88355,0.9012,0.6111,2.33966,1.64309,2.5473,0.00027136,0.00027136,0.00027136
186,3269.12,2.28664,1.7528,2.4011,0.85533,0.79094,0.85993,0.5726,2.4659,1.70895,2.6054,0.0002674,0.0002674,0.0002674
187,3283.08,2.24639,1.6775,2.39945,0.82359,0.79798,0.86203,0.56691,2.44761,1.62656,2.61858,0.00026344,0.00026344,0.00026344
188,3297.11,2.28507,1.7329,2.40862,0.74469,0.76459,0.8275,0.55227,2.46043,1.73925,2.61042,0.00025948,0.00025948,0.00025948
189,3311.29,2.2899,1.72824,2.39012,0.74639,0.76346,0.81667,0.54952,2.45245,1.81449,2.63897,0.00025552,0.00025552,0.00025552
190,3325.54,2.25026,1.70355,2.38326,0.87538,0.71209,0.87064,0.58044,2.44585,1.75224,2.64776,0.00025156,0.00025156,0.00025156
191,3339.73,2.30657,1.7704,2.41272,0.7936,0.75237,0.85709,0.58225,2.46038,1.62431,2.61951,0.0002476,0.0002476,0.0002476
192,3353.92,2.306,1.79067,2.40094,0.85982,0.83451,0.86177,0.58388,2.45815,1.74113,2.6143,0.00024364,0.00024364,0.00024364
193,3367.97,2.20586,1.63895,2.34171,0.87711,0.83483,0.87675,0.57061,2.52712,1.65945,2.6597,0.00023968,0.00023968,0.00023968
194,3382.34,2.28599,1.73718,2.41728,0.81678,0.83535,0.89622,0.57741,2.57982,1.63234,2.67382,0.00023572,0.00023572,0.00023572
195,3396.39,2.28842,1.74463,2.4175,0.84839,0.82634,0.88013,0.57821,2.5238,1.81624,2.68261,0.00023176,0.00023176,0.00023176
196,3410.46,2.23223,1.67628,2.37277,0.88097,0.77659,0.85366,0.57702,2.50508,1.73835,2.69223,0.0002278,0.0002278,0.0002278
197,3424.46,2.22446,1.66811,2.38097,0.82839,0.79189,0.85216,0.58278,2.45948,1.68415,2.62061,0.00022384,0.00022384,0.00022384
198,3438.57,2.2192,1.65947,2.36847,0.78188,0.82221,0.86626,0.57934,2.4954,1.6965,2.67473,0.00021988,0.00021988,0.00021988
199,3452.47,2.23974,1.68516,2.37669,0.83676,0.85913,0.9197,0.58533,2.54014,1.69199,2.65858,0.00021592,0.00021592,0.00021592
200,3466.5,2.25875,1.69742,2.38289,0.84116,0.7598,0.87233,0.57979,2.55576,1.65301,2.68066,0.00021196,0.00021196,0.00021196
201,3480.4,2.21552,1.64329,2.34885,0.88859,0.84465,0.90542,0.5846,2.52818,1.67232,2.67875,0.000208,0.000208,0.000208
202,3494.67,2.25644,1.70135,2.38232,0.85939,0.85404,0.90626,0.60519,2.44949,1.6504,2.60916,0.00020404,0.00020404,0.00020404
203,3509.67,2.25614,1.70909,2.38001,0.82756,0.83455,0.91389,0.61311,2.41684,1.52303,2.58114,0.00020008,0.00020008,0.00020008
204,3524.31,2.22181,1.6333,2.35044,0.85598,0.7891,0.90257,0.61275,2.42252,1.61251,2.61471,0.00019612,0.00019612,0.00019612
205,3540.33,2.24893,1.67189,2.35102,0.84907,0.75322,0.89117,0.59112,2.47982,1.66402,2.63252,0.00019216,0.00019216,0.00019216
206,3566.75,2.18767,1.65128,2.31858,0.76669,0.84915,0.90135,0.58651,2.52867,1.7373,2.6589,0.0001882,0.0001882,0.0001882
207,3580.86,2.23187,1.69488,2.34564,0.84886,0.84256,0.88398,0.56956,2.5548,1.66973,2.68204,0.00018424,0.00018424,0.00018424
208,3595.36,2.18565,1.64039,2.33495,0.80544,0.8031,0.86695,0.58442,2.46755,1.83171,2.6374,0.00018028,0.00018028,0.00018028
209,3609.59,2.23906,1.6812,2.37718,0.80795,0.75203,0.8469,0.58173,2.50597,1.90031,2.66147,0.00017632,0.00017632,0.00017632
210,3623.85,2.22917,1.68471,2.3692,0.83991,0.78259,0.88806,0.59009,2.51439,1.75855,2.70168,0.00017236,0.00017236,0.00017236
211,3637.92,2.2233,1.69912,2.3789,0.83561,0.8007,0.89351,0.5976,2.442,1.62415,2.63099,0.0001684,0.0001684,0.0001684
212,3653.22,2.16759,1.61827,2.33283,0.85694,0.75631,0.84538,0.56596,2.44293,1.74669,2.64475,0.00016444,0.00016444,0.00016444
213,3687.22,2.19692,1.61738,2.34028,0.82757,0.74854,0.86346,0.58435,2.4324,1.6755,2.62796,0.00016048,0.00016048,0.00016048
214,3701.48,2.15568,1.60493,2.32361,0.89519,0.83665,0.9284,0.61095,2.47354,1.62844,2.65006,0.00015652,0.00015652,0.00015652
215,3722.05,2.1832,1.64517,2.34632,0.86127,0.74696,0.85683,0.57624,2.45014,1.73955,2.61777,0.00015256,0.00015256,0.00015256
216,3740.03,2.15435,1.57766,2.30275,0.92296,0.74452,0.9058,0.60043,2.4458,1.70457,2.61957,0.0001486,0.0001486,0.0001486
217,3754.6,2.21394,1.68857,2.3629,0.84753,0.75411,0.85805,0.58727,2.45194,1.71242,2.64415,0.00014464,0.00014464,0.00014464
218,3768.97,2.16142,1.62302,2.33953,0.86001,0.75904,0.86683,0.57962,2.45505,1.70649,2.6477,0.00014068,0.00014068,0.00014068
219,3783.44,2.14998,1.60134,2.34008,0.94656,0.72779,0.89071,0.59261,2.42253,1.67165,2.62108,0.00013672,0.00013672,0.00013672
220,3797.76,2.1839,1.62207,2.32997,0.77667,0.81548,0.87419,0.58632,2.42334,1.6932,2.63658,0.00013276,0.00013276,0.00013276
221,3811.98,2.17511,1.66072,2.32405,0.80276,0.7882,0.88783,0.60548,2.43944,1.688,2.65879,0.0001288,0.0001288,0.0001288
222,3826.89,2.18265,1.65846,2.33684,0.84476,0.78708,0.87712,0.60454,2.39493,1.75722,2.63335,0.00012484,0.00012484,0.00012484
223,3841.29,2.17623,1.65216,2.34873,0.82029,0.79945,0.88445,0.60485,2.4433,1.67659,2.64168,0.00012088,0.00012088,0.00012088
224,3855.64,2.13177,1.57544,2.31103,0.86404,0.77025,0.8977,0.61583,2.45433,1.71553,2.65687,0.00011692,0.00011692,0.00011692
225,3883.84,2.17284,1.61497,2.33506,0.78924,0.85139,0.89336,0.5896,2.45648,1.60928,2.67842,0.00011296,0.00011296,0.00011296
226,3898.96,2.11386,1.54893,2.2926,0.80111,0.8608,0.88829,0.58448,2.48116,1.73599,2.6705,0.000109,0.000109,0.000109
227,3913.7,2.10084,1.55927,2.28916,0.77131,0.80559,0.88745,0.58906,2.45453,1.69416,2.68877,0.00010504,0.00010504,0.00010504
228,3942.82,2.16448,1.63356,2.31659,0.84443,0.86709,0.89117,0.59503,2.46463,1.66867,2.6624,0.00010108,0.00010108,0.00010108
229,3956.86,2.10803,1.55836,2.31032,0.87127,0.84807,0.89911,0.61073,2.44155,1.618,2.6583,9.712e-05,9.712e-05,9.712e-05
230,3971.05,2.19477,1.66641,2.34197,0.86242,0.84647,0.88722,0.60706,2.39633,1.67835,2.63134,9.316e-05,9.316e-05,9.316e-05
231,3994.54,2.10674,1.54941,2.29081,0.92855,0.77423,0.89769,0.60057,2.42574,1.70397,2.64435,8.92e-05,8.92e-05,8.92e-05
232,4030.11,2.11834,1.5866,2.2994,0.87576,0.86622,0.89904,0.59672,2.37412,1.63263,2.61181,8.524e-05,8.524e-05,8.524e-05
233,4044.41,2.15311,1.64228,2.32247,0.88917,0.83909,0.898,0.60751,2.38696,1.69735,2.60735,8.128e-05,8.128e-05,8.128e-05
234,4058.72,2.17466,1.64644,2.32751,0.91213,0.83348,0.92345,0.61881,2.42507,1.71181,2.64562,7.732e-05,7.732e-05,7.732e-05
235,4073.05,2.17848,1.6611,2.35061,0.83853,0.82074,0.88498,0.59473,2.43997,1.65137,2.65618,7.336e-05,7.336e-05,7.336e-05
236,4087.31,2.15909,1.64422,2.33577,0.86523,0.82103,0.88956,0.59318,2.4691,1.71642,2.68875,6.94e-05,6.94e-05,6.94e-05
237,4101.51,2.1126,1.58094,2.29494,0.88492,0.81474,0.88242,0.59018,2.40408,1.70217,2.62131,6.544e-05,6.544e-05,6.544e-05
238,4116.13,2.15382,1.64567,2.32602,0.8869,0.81558,0.88843,0.58731,2.43207,1.71786,2.64687,6.148e-05,6.148e-05,6.148e-05
239,4130.35,2.08459,1.55856,2.30288,0.86751,0.83162,0.88804,0.59742,2.40411,1.70364,2.6332,5.752e-05,5.752e-05,5.752e-05
240,4144.38,2.10707,1.57366,2.30802,0.85041,0.84306,0.88635,0.60461,2.40466,1.74155,2.6396,5.356e-05,5.356e-05,5.356e-05
241,4189.63,1.7635,0.99681,2.20567,0.85096,0.75401,0.84225,0.55285,2.53197,1.76706,2.71628,4.96e-05,4.96e-05,4.96e-05
242,4203.39,1.69561,0.92517,2.16056,0.87326,0.79172,0.83304,0.55149,2.5095,1.76102,2.72019,4.564e-05,4.564e-05,4.564e-05
243,4217.17,1.66673,0.9025,2.13973,0.85848,0.7737,0.86049,0.57798,2.44505,1.75717,2.66841,4.168e-05,4.168e-05,4.168e-05
244,4230.87,1.6604,0.90206,2.14903,0.86995,0.77077,0.86617,0.57393,2.4607,1.76484,2.65745,3.772e-05,3.772e-05,3.772e-05
245,4244.63,1.67086,0.90167,2.1595,0.87609,0.7971,0.86878,0.57944,2.43786,1.74614,2.65316,3.376e-05,3.376e-05,3.376e-05
246,4258.39,1.63945,0.88077,2.1744,0.88684,0.75093,0.86525,0.57985,2.44529,1.74728,2.66754,2.98e-05,2.98e-05,2.98e-05
247,4272.31,1.63046,0.8655,2.12094,0.88223,0.75072,0.86429,0.57645,2.44981,1.72831,2.65982,2.584e-05,2.584e-05,2.584e-05
248,4286.16,1.62043,0.86288,2.12323,0.88964,0.7469,0.87244,0.58491,2.44453,1.75405,2.66774,2.188e-05,2.188e-05,2.188e-05
249,4299.79,1.62294,0.87167,2.12114,0.89893,0.74527,0.87504,0.58818,2.42052,1.75419,2.65901,1.792e-05,1.792e-05,1.792e-05
250,4317.17,1.61529,0.86023,2.13754,0.88525,0.74718,0.87431,0.5885,2.39734,1.77668,2.64948,1.396e-05,1.396e-05,1.396e-05
