epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
140,942.093,1.42362,1.30494,1.24255,0.76526,0.73143,0.72312,0.42126,1.47107,1.32666,1.26639,0.00044956,0.00044956,0.00044956
141,948.943,1.39663,1.27388,1.21951,0.73738,0.70706,0.72242,0.42129,1.41389,1.2858,1.24101,0.0004456,0.0004456,0.0004456
142,955.897,1.38123,1.27,1.23327,0.82012,0.67811,0.73464,0.40959,1.42784,1.32243,1.24557,0.00044164,0.00044164,0.00044164
143,963.041,1.37686,1.25391,1.21819,0.82021,0.64856,0.73345,0.42609,1.45082,1.31147,1.26128,0.00043768,0.00043768,0.00043768
144,972.842,1.38011,1.25315,1.21053,0.77258,0.79064,0.76508,0.44351,1.4178,1.30294,1.22581,0.00043372,0.00043372,0.00043372
145,980.214,1.40448,1.30812,1.23685,0.80304,0.72241,0.76731,0.42888,1.45597,1.24468,1.25419,0.00042976,0.00042976,0.00042976
146,987.204,1.38088,1.26535,1.22319,0.7638,0.76854,0.7611,0.44681,1.44053,1.28875,1.25957,0.0004258,0.0004258,0.0004258
147,994.221,1.36958,1.23159,1.20811,0.82084,0.675,0.75916,0.42156,1.44242,1.28405,1.24969,0.00042184,0.00042184,0.00042184
148,1001.21,1.35968,1.22575,1.21355,0.77351,0.68647,0.73974,0.42246,1.45612,1.28035,1.27262,0.00041788,0.00041788,0.00041788
149,1008.18,1.3663,1.23189,1.21811,0.76101,0.70447,0.73659,0.43178,1.47001,1.31935,1.25926,0.00041392,0.00041392,0.00041392
150,1015.18,1.39811,1.274,1.22069,0.75886,0.73071,0.76282,0.44996,1.38603,1.23792,1.24397,0.00040996,0.00040996,0.00040996
151,1022.03,1.36431,1.22417,1.21847,0.63586,0.82451,0.74442,0.442,1.40658,1.25541,1.24618,0.000406,0.000406,0.000406
152,1029,1.38818,1.25659,1.22284,0.61641,0.77908,0.74595,0.43138,1.44813,1.21297,1.24703,0.00040204,0.00040204,0.00040204
153,1036.05,1.38618,1.26799,1.22015,0.78854,0.69461,0.73365,0.41753,1.4367,1.25714,1.25273,0.00039808,0.00039808,0.00039808
154,1043.07,1.37779,1.23246,1.20436,0.5904,0.76406,0.74964,0.40814,1.50254,1.29123,1.26981,0.00039412,0.00039412,0.00039412
