epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,1238.85,1.35014,1.19994,1.19218,0.74973,0.79164,0.76429,0.44508,1.3739,1.29534,1.18994,0.00028324,0.00028324,0.00028324
183,1246.07,1.35452,1.2066,1.19965,0.8389,0.70692,0.77318,0.44903,1.39829,1.22232,1.20368,0.00027928,0.00027928,0.00027928
184,1253.1,1.34732,1.17737,1.18987,0.82433,0.69196,0.76079,0.44525,1.42608,1.29625,1.23501,0.00027532,0.00027532,0.00027532
185,1260.11,1.34325,1.18808,1.18969,0.81658,0.74876,0.78728,0.46995,1.40005,1.24156,1.2116,0.00027136,0.00027136,0.00027136
186,1267.15,1.33398,1.18788,1.18551,0.64639,0.71362,0.74392,0.45165,1.39128,1.29758,1.2149,0.0002674,0.0002674,0.0002674
187,1274.02,1.29983,1.13692,1.17656,0.65943,0.7258,0.76813,0.47606,1.42823,1.25003,1.22047,0.00026344,0.00026344,0.00026344
188,1280.98,1.32694,1.1673,1.18553,0.79686,0.7002,0.77751,0.46532,1.45894,1.2421,1.22319,0.00025948,0.00025948,0.00025948
189,1287.93,1.33098,1.16343,1.18085,0.70372,0.80832,0.78092,0.46437,1.50397,1.20858,1.24322,0.00025552,0.00025552,0.00025552
190,1294.9,1.31189,1.15854,1.17847,0.83952,0.65866,0.76383,0.45021,1.38011,1.23784,1.20781,0.00025156,0.00025156,0.00025156
191,1302,1.34868,1.17938,1.19449,0.8301,0.69873,0.77318,0.4715,1.40926,1.18526,1.20507,0.0002476,0.0002476,0.0002476
192,1309.1,1.34422,1.18532,1.19097,0.80532,0.70098,0.76932,0.46309,1.38493,1.22773,1.21687,0.00024364,0.00024364,0.00024364
193,1316.28,1.28411,1.12167,1.15654,0.79533,0.70751,0.76927,0.47251,1.39491,1.19727,1.2274,0.00023968,0.00023968,0.00023968
194,1323.59,1.33337,1.17008,1.18948,0.74067,0.77516,0.76349,0.47246,1.3821,1.20632,1.21029,0.00023572,0.00023572,0.00023572
195,1330.64,1.33843,1.16073,1.19351,0.77821,0.71504,0.76075,0.44266,1.42018,1.20754,1.25008,0.00023176,0.00023176,0.00023176
196,1337.76,1.29916,1.13617,1.17026,0.82562,0.74302,0.77675,0.45787,1.42269,1.18469,1.25072,0.0002278,0.0002278,0.0002278
197,1344.87,1.31224,1.12998,1.17715,0.79873,0.76974,0.76804,0.4595,1.39599,1.16465,1.21478,0.00022384,0.00022384,0.00022384
198,1351.94,1.30029,1.13096,1.1709,0.81765,0.79366,0.79471,0.4803,1.40315,1.15311,1.22819,0.00021988,0.00021988,0.00021988
199,1359,1.31392,1.15983,1.1791,0.79931,0.7479,0.78108,0.4761,1.39327,1.14053,1.21791,0.00021592,0.00021592,0.00021592
200,1366.06,1.31518,1.15422,1.17851,0.85117,0.6932,0.77593,0.47948,1.40616,1.20863,1.20604,0.00021196,0.00021196,0.00021196
201,1373.08,1.30301,1.12244,1.1692,0.80733,0.74634,0.77829,0.47123,1.40908,1.15649,1.22664,0.000208,0.000208,0.000208
202,1380.26,1.32239,1.15805,1.1803,0.8291,0.73534,0.76949,0.47744,1.37073,1.19303,1.2111,0.00020404,0.00020404,0.00020404
203,1387.3,1.31992,1.1462,1.1769,0.83332,0.75957,0.77944,0.4718,1.36966,1.20927,1.20326,0.00020008,0.00020008,0.00020008
204,1394.42,1.30462,1.11945,1.16669,0.83626,0.75283,0.78628,0.4841,1.429,1.18351,1.21433,0.00019612,0.00019612,0.00019612
205,1401.55,1.31671,1.13289,1.17074,0.81234,0.74332,0.77983,0.48465,1.36306,1.22471,1.17769,0.00019216,0.00019216,0.00019216
206,1408.66,1.30164,1.1302,1.16244,0.83993,0.73404,0.77682,0.47199,1.39384,1.26284,1.1991,0.0001882,0.0001882,0.0001882
207,1415.76,1.31665,1.14891,1.17156,0.84844,0.74561,0.7752,0.45368,1.42497,1.2227,1.21673,0.00018424,0.00018424,0.00018424
208,1422.87,1.29039,1.11713,1.16117,0.83241,0.73497,0.77739,0.46235,1.41384,1.23695,1.20506,0.00018028,0.00018028,0.00018028
209,1429.87,1.32627,1.14063,1.17956,0.85806,0.75909,0.77901,0.47488,1.41633,1.21617,1.2075,0.00017632,0.00017632,0.00017632
210,1437.03,1.30895,1.13601,1.1735,0.78378,0.78797,0.77954,0.46976,1.41117,1.23698,1.21949,0.00017236,0.00017236,0.00017236
211,1444.12,1.30741,1.14212,1.17512,0.82295,0.72049,0.77263,0.46952,1.37528,1.22627,1.2074,0.0001684,0.0001684,0.0001684
212,1451.23,1.27777,1.10797,1.15569,0.75097,0.78915,0.77749,0.47802,1.38103,1.20319,1.2153,0.00016444,0.00016444,0.00016444
213,1458.28,1.29747,1.12072,1.16747,0.82967,0.71075,0.77847,0.47997,1.41657,1.21854,1.20187,0.00016048,0.00016048,0.00016048
214,1465.29,1.27731,1.09315,1.15732,0.76663,0.78111,0.7736,0.47059,1.37298,1.19419,1.18829,0.00015652,0.00015652,0.00015652
215,1472.33,1.30046,1.11466,1.16594,0.75646,0.79797,0.78244,0.4758,1.37693,1.26375,1.19538,0.00015256,0.00015256,0.00015256
216,1479.43,1.29167,1.09759,1.15412,0.73969,0.77344,0.77204,0.4475,1.39024,1.25312,1.20159,0.0001486,0.0001486,0.0001486
217,1486.5,1.30481,1.13991,1.16866,0.81882,0.72222,0.78403,0.48418,1.36873,1.22404,1.19525,0.00014464,0.00014464,0.00014464
218,1493.57,1.27871,1.10142,1.15973,0.84236,0.72708,0.78299,0.49145,1.37839,1.19192,1.18572,0.00014068,0.00014068,0.00014068
219,1500.79,1.28415,1.09543,1.16355,0.83589,0.73412,0.7854,0.47709,1.42404,1.20468,1.2092,0.00013672,0.00013672,0.00013672
220,1507.84,1.29515,1.11054,1.15808,0.86613,0.698,0.77546,0.46662,1.38923,1.21216,1.19924,0.00013276,0.00013276,0.00013276
221,1515.06,1.29488,1.1186,1.16144,0.8742,0.67243,0.76277,0.46194,1.34671,1.17343,1.18969,0.0001288,0.0001288,0.0001288
222,1522.24,1.30014,1.1262,1.16551,0.87906,0.69453,0.76163,0.47115,1.35773,1.18255,1.18884,0.00012484,0.00012484,0.00012484
223,1529.36,1.28736,1.12759,1.16369,0.87043,0.70515,0.77551,0.47582,1.36821,1.17604,1.18804,0.00012088,0.00012088,0.00012088
224,1536.48,1.2717,1.08423,1.15181,0.85936,0.74359,0.78248,0.47707,1.39463,1.15,1.193,0.00011692,0.00011692,0.00011692
225,1543.57,1.28819,1.11613,1.16002,0.87029,0.73952,0.77664,0.47694,1.37503,1.12378,1.20798,0.00011296,0.00011296,0.00011296
226,1550.66,1.25874,1.07386,1.14116,0.86852,0.71204,0.77718,0.47837,1.36904,1.17233,1.18958,0.000109,0.000109,0.000109
227,1557.94,1.25973,1.06854,1.14273,0.84644,0.71171,0.76874,0.47629,1.35815,1.21121,1.18804,0.00010504,0.00010504,0.00010504
228,1565.63,1.29552,1.11192,1.16246,0.8611,0.71981,0.77893,0.48435,1.37673,1.17001,1.19704,0.00010108,0.00010108,0.00010108
229,1573.23,1.26437,1.0799,1.14843,0.85131,0.72944,0.78525,0.48547,1.39048,1.12758,1.18817,9.712e-05,9.712e-05,9.712e-05
230,1580.84,1.29482,1.1331,1.16616,0.84238,0.74785,0.78358,0.49062,1.39392,1.13872,1.19631,9.316e-05,9.316e-05,9.316e-05
231,1589.48,1.26445,1.06766,1.14879,0.86285,0.72703,0.78588,0.49421,1.3741,1.149,1.1921,8.92e-05,8.92e-05,8.92e-05
232,1597.8,1.27756,1.09842,1.15221,0.79765,0.78677,0.78737,0.49202,1.35519,1.15538,1.18306,8.524e-05,8.524e-05,8.524e-05
233,1606.31,1.29316,1.12037,1.16193,0.81288,0.74993,0.77903,0.4811,1.3633,1.13358,1.19086,8.128e-05,8.128e-05,8.128e-05
234,1614.05,1.2914,1.11046,1.15958,0.84984,0.7322,0.78129,0.476,1.37042,1.16514,1.18706,7.732e-05,7.732e-05,7.732e-05
235,1621.78,1.28448,1.12325,1.16325,0.85058,0.73612,0.78615,0.48624,1.36741,1.15053,1.19159,7.336e-05,7.336e-05,7.336e-05
236,1629.37,1.29252,1.11736,1.16855,0.85014,0.74734,0.77942,0.48526,1.35532,1.14512,1.18666,6.94e-05,6.94e-05,6.94e-05
237,1636.95,1.27308,1.08847,1.15306,0.83857,0.75326,0.78793,0.49655,1.35409,1.13423,1.17894,6.544e-05,6.544e-05,6.544e-05
238,1644.52,1.28597,1.11987,1.16483,0.81235,0.7668,0.78366,0.48573,1.33554,1.1522,1.17379,6.148e-05,6.148e-05,6.148e-05
239,1652.26,1.25011,1.07041,1.14586,0.84318,0.72485,0.77863,0.47956,1.33815,1.17974,1.18445,5.752e-05,5.752e-05,5.752e-05
240,1660.86,1.26762,1.08372,1.15281,0.85521,0.7238,0.78162,0.48753,1.34818,1.17922,1.1816,5.356e-05,5.356e-05,5.356e-05
241,1704.73,1.13231,0.88593,1.08154,0.77984,0.70764,0.74364,0.44858,1.40109,1.25915,1.22798,4.96e-05,4.96e-05,4.96e-05
242,1714.67,1.09992,0.84165,1.06644,0.78306,0.71133,0.72944,0.4423,1.39266,1.28485,1.23628,4.564e-05,4.564e-05,4.564e-05
243,1722.14,1.08292,0.81543,1.05704,0.78593,0.7262,0.73844,0.45265,1.39312,1.27937,1.2319,4.168e-05,4.168e-05,4.168e-05
244,1729.57,1.07741,0.80837,1.05575,0.84123,0.708,0.75305,0.4572,1.38168,1.27062,1.2211,3.772e-05,3.772e-05,3.772e-05
245,1737.64,1.07808,0.80851,1.05685,0.83746,0.71564,0.76011,0.46002,1.37962,1.26101,1.2141,3.376e-05,3.376e-05,3.376e-05
246,1746.46,1.06831,0.78747,1.05887,0.83453,0.72377,0.76439,0.46804,1.38386,1.2457,1.2144,2.98e-05,2.98e-05,2.98e-05
247,1755.13,1.06132,0.77597,1.04473,0.83457,0.71421,0.75868,0.4708,1.38604,1.25067,1.21583,2.584e-05,2.584e-05,2.584e-05
248,1763.35,1.06099,0.79015,1.04864,0.88816,0.68511,0.76506,0.47071,1.38342,1.24948,1.21123,2.188e-05,2.188e-05,2.188e-05
249,1772.22,1.06275,0.78246,1.04483,0.89042,0.68332,0.76649,0.47335,1.38095,1.24531,1.20615,1.792e-05,1.792e-05,1.792e-05
250,1780.61,1.05414,0.77431,1.04659,0.88311,0.69167,0.76567,0.48113,1.37829,1.24263,1.20856,1.396e-05,1.396e-05,1.396e-05
