epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,14958.8,1.08757,0.75695,1.19449,0.74634,0.80974,0.818,0.5418,1.20057,1.00147,1.30724,0.00027928,0.00027928,0.00027928
184,15083.9,1.08073,0.73037,1.19171,0.74861,0.8125,0.83933,0.56734,1.22485,0.94816,1.31956,0.00027532,0.00027532,0.00027532
185,15164.7,1.07965,0.74229,1.18897,0.78179,0.8438,0.86596,0.56411,1.27452,0.9328,1.34912,0.00027136,0.00027136,0.00027136
186,15233,1.07738,0.74032,1.18775,0.84792,0.74243,0.84892,0.55865,1.22676,0.84549,1.32025,0.0002674,0.0002674,0.0002674
187,15293.2,1.04533,0.70203,1.18269,0.82,0.81518,0.8785,0.56933,1.27056,0.94118,1.37919,0.00026344,0.00026344,0.00026344
188,15354.8,1.06311,0.72609,1.18623,0.88211,0.76945,0.8798,0.58351,1.23237,0.92202,1.34964,0.00025948,0.00025948,0.00025948
189,15432.9,1.06553,0.72568,1.17714,0.78506,0.76557,0.85837,0.56319,1.19988,0.90233,1.29594,0.00025552,0.00025552,0.00025552
190,15493,1.04786,0.71357,1.17585,0.736,0.77889,0.83216,0.52987,1.19348,1.0205,1.31007,0.00025156,0.00025156,0.00025156
191,15565.4,1.07104,0.72511,1.18364,0.69317,0.83794,0.83626,0.54576,1.19597,0.90176,1.31057,0.0002476,0.0002476,0.0002476
192,15631.8,1.07681,0.74564,1.18383,0.88174,0.71215,0.84621,0.56317,1.18522,0.89015,1.30296,0.00024364,0.00024364,0.00024364
193,15702.8,1.03762,0.68476,1.1574,0.85093,0.72186,0.84547,0.55564,1.16923,0.90059,1.30282,0.00023968,0.00023968,0.00023968
194,15762.6,1.0712,0.72141,1.19122,0.76309,0.84873,0.84677,0.56157,1.1943,0.83997,1.31864,0.00023572,0.00023572,0.00023572
195,15852.8,1.0624,0.7212,1.18932,0.87968,0.7598,0.8802,0.55519,1.21428,0.85441,1.33576,0.00023176,0.00023176,0.00023176
196,15939.7,1.03113,0.6935,1.16329,0.87575,0.77405,0.86624,0.56713,1.23427,0.926,1.34414,0.0002278,0.0002278,0.0002278
197,15995.3,1.03843,0.68895,1.17335,0.87985,0.78146,0.88207,0.56479,1.2197,0.87151,1.32286,0.00022384,0.00022384,0.00022384
198,16068.6,1.03171,0.69303,1.16469,0.88846,0.74267,0.87375,0.55285,1.23737,0.94051,1.33995,0.00021988,0.00021988,0.00021988
199,16144.4,1.02363,0.69232,1.16365,0.89602,0.78653,0.87673,0.58279,1.21205,0.89851,1.31724,0.00021592,0.00021592,0.00021592
200,16220.5,1.03548,0.70305,1.16684,0.88702,0.77122,0.89025,0.57433,1.24225,0.87141,1.35532,0.00021196,0.00021196,0.00021196
201,16298.2,1.03142,0.67885,1.15423,0.88568,0.79262,0.89093,0.56286,1.26283,0.92285,1.37898,0.000208,0.000208,0.000208
202,16358.6,1.04415,0.70397,1.16757,0.89349,0.77572,0.86931,0.57666,1.2324,0.88933,1.3399,0.00020404,0.00020404,0.00020404
203,16409.2,1.03971,0.69519,1.16713,0.84442,0.80864,0.87122,0.58141,1.19788,0.86924,1.31908,0.00020008,0.00020008,0.00020008
204,16498.8,1.02223,0.67246,1.15072,0.89136,0.80443,0.88507,0.57873,1.21221,0.89042,1.34161,0.00019612,0.00019612,0.00019612
205,16560.1,1.02491,0.67869,1.1461,0.86802,0.80516,0.87118,0.56831,1.19786,0.87839,1.32142,0.00019216,0.00019216,0.00019216
206,16620,0.99738,0.67158,1.13137,0.8323,0.74766,0.83238,0.54232,1.19782,0.85039,1.31385,0.0001882,0.0001882,0.0001882
207,16701.9,1.0262,0.69337,1.14955,0.90123,0.79624,0.85265,0.55967,1.21397,0.89138,1.32113,0.00018424,0.00018424,0.00018424
208,16788.6,0.99922,0.67132,1.14247,0.8994,0.77167,0.85366,0.57383,1.20682,0.90575,1.32656,0.00018028,0.00018028,0.00018028
209,16865.4,1.02157,0.69057,1.15544,0.84138,0.81137,0.86267,0.57933,1.19969,0.90306,1.31177,0.00017632,0.00017632,0.00017632
210,16955.8,1.02452,0.68595,1.15945,0.86473,0.77009,0.87173,0.57478,1.20297,0.8736,1.31624,0.00017236,0.00017236,0.00017236
211,17036.2,1.02642,0.69384,1.16756,0.82562,0.80181,0.85905,0.56861,1.22385,0.91438,1.33591,0.0001684,0.0001684,0.0001684
212,17127.8,0.985,0.64716,1.13536,0.84672,0.78126,0.85722,0.56973,1.20085,0.89797,1.31944,0.00016444,0.00016444,0.00016444
213,17209,0.9973,0.65785,1.14051,0.82048,0.80309,0.85851,0.57692,1.20277,0.90725,1.31885,0.00016048,0.00016048,0.00016048
214,17301.4,0.98211,0.64471,1.13143,0.82958,0.80546,0.84818,0.58178,1.18561,0.88335,1.30755,0.00015652,0.00015652,0.00015652
215,17379.3,0.99478,0.66176,1.14271,0.76173,0.821,0.84937,0.57757,1.19731,0.90238,1.32489,0.00015256,0.00015256,0.00015256
216,17455.2,0.98453,0.63888,1.12339,0.829,0.79296,0.86598,0.58737,1.20629,0.81937,1.31374,0.0001486,0.0001486,0.0001486
217,17535.9,1.00388,0.6795,1.14896,0.8646,0.7558,0.84846,0.59118,1.19287,0.83989,1.30112,0.00014464,0.00014464,0.00014464
218,17617.2,0.99477,0.66038,1.14712,0.89541,0.78879,0.86002,0.5664,1.22952,0.91219,1.31852,0.00014068,0.00014068,0.00014068
219,17680.2,0.98559,0.64457,1.14597,0.84161,0.7763,0.86928,0.58504,1.2102,0.92359,1.31539,0.00013672,0.00013672,0.00013672
220,17763.8,0.99337,0.65241,1.13833,0.89394,0.76958,0.87434,0.57183,1.23372,0.86539,1.33437,0.00013276,0.00013276,0.00013276
221,17819,0.98944,0.67189,1.13507,0.87262,0.74522,0.8802,0.59965,1.20627,0.91354,1.33094,0.0001288,0.0001288,0.0001288
222,17884.4,0.98849,0.66481,1.13781,0.88626,0.78173,0.88213,0.59671,1.19798,0.86379,1.30882,0.00012484,0.00012484,0.00012484
223,17933.7,0.97856,0.65896,1.13951,0.86281,0.79559,0.87561,0.5871,1.22086,0.90052,1.33496,0.00012088,0.00012088,0.00012088
224,18010.1,0.96643,0.63677,1.12364,0.85344,0.81875,0.874,0.58666,1.21346,0.9065,1.33364,0.00011692,0.00011692,0.00011692
225,18069.5,0.97497,0.6465,1.12994,0.88191,0.77248,0.86852,0.5809,1.22745,0.85322,1.32847,0.00011296,0.00011296,0.00011296
226,18155,0.94713,0.62154,1.11321,0.87121,0.78191,0.87169,0.60426,1.20068,0.88041,1.31293,0.000109,0.000109,0.000109
227,18216.5,0.9477,0.62759,1.11259,0.85089,0.80479,0.88281,0.61015,1.20775,0.86698,1.33195,0.00010504,0.00010504,0.00010504
228,18278.2,0.97496,0.65204,1.12758,0.84872,0.82774,0.8896,0.60958,1.20032,0.83206,1.31839,0.00010108,0.00010108,0.00010108
229,18346.5,0.95271,0.63035,1.12043,0.85176,0.81957,0.89602,0.59936,1.20715,0.85376,1.31493,9.712e-05,9.712e-05,9.712e-05
230,18419.6,0.98733,0.66617,1.13563,0.82306,0.8466,0.89916,0.59546,1.1949,0.78358,1.3155,9.316e-05,9.316e-05,9.316e-05
231,18484.5,0.95366,0.62757,1.11811,0.83811,0.77393,0.87701,0.59287,1.16495,0.79121,1.296,8.92e-05,8.92e-05,8.92e-05
232,18564.9,0.96241,0.64237,1.12147,0.75024,0.87889,0.88054,0.59621,1.17471,0.81227,1.30953,8.524e-05,8.524e-05,8.524e-05
233,18620.4,0.9757,0.65995,1.13212,0.75746,0.84327,0.87084,0.56736,1.18028,0.85376,1.30973,8.128e-05,8.128e-05,8.128e-05
234,18684.5,0.97672,0.65404,1.13192,0.75118,0.85525,0.87162,0.58327,1.17539,0.79299,1.31199,7.732e-05,7.732e-05,7.732e-05
235,18769.8,0.97496,0.65922,1.13845,0.74469,0.86086,0.88498,0.60417,1.1886,0.79836,1.31792,7.336e-05,7.336e-05,7.336e-05
236,18851.3,0.96748,0.65949,1.13295,0.84328,0.80656,0.89389,0.60907,1.18777,0.80387,1.32181,6.94e-05,6.94e-05,6.94e-05
237,18912,0.94951,0.63324,1.11459,0.85439,0.80041,0.90281,0.61639,1.17241,0.81544,1.30457,6.544e-05,6.544e-05,6.544e-05
238,19020.3,0.96798,0.6542,1.1304,0.85652,0.80064,0.90641,0.62079,1.17233,0.81424,1.30986,6.148e-05,6.148e-05,6.148e-05
239,19079.2,0.93575,0.61943,1.11495,0.83679,0.81199,0.90906,0.6176,1.16568,0.79276,1.30015,5.752e-05,5.752e-05,5.752e-05
240,19159.7,0.93865,0.62395,1.11563,0.85019,0.78954,0.90935,0.6245,1.17722,0.81561,1.30419,5.356e-05,5.356e-05,5.356e-05
241,19258.8,0.78762,0.4202,1.06481,0.83671,0.78998,0.88229,0.57434,1.2165,0.8199,1.35454,4.96e-05,4.96e-05,4.96e-05
242,19322.9,0.75555,0.39464,1.04103,0.79693,0.81552,0.84602,0.55825,1.22033,0.88915,1.35667,4.564e-05,4.564e-05,4.564e-05
243,19406.3,0.73658,0.38335,1.03271,0.78842,0.81595,0.84713,0.56628,1.21699,0.87458,1.3475,4.168e-05,4.168e-05,4.168e-05
244,19485,0.74399,0.38406,1.04125,0.81506,0.82291,0.84975,0.57397,1.20516,0.86083,1.33363,3.772e-05,3.772e-05,3.772e-05
245,19566.8,0.73864,0.38611,1.04213,0.80524,0.8186,0.84913,0.5594,1.2129,0.9013,1.34206,3.376e-05,3.376e-05,3.376e-05
246,19627.1,0.72396,0.37899,1.04691,0.86096,0.78932,0.8757,0.57867,1.21369,0.9033,1.34754,2.98e-05,2.98e-05,2.98e-05
247,19687.9,0.72607,0.37555,1.02791,0.86524,0.76926,0.87072,0.57687,1.1987,0.88429,1.34039,2.584e-05,2.584e-05,2.584e-05
248,19769.4,0.71411,0.37333,1.02228,0.87108,0.76021,0.86683,0.58371,1.20164,0.8866,1.34344,2.188e-05,2.188e-05,2.188e-05
249,19857.8,0.71323,0.37267,1.01963,0.8675,0.7617,0.86622,0.57146,1.19869,0.90254,1.33896,1.792e-05,1.792e-05,1.792e-05
250,19929.9,0.7024,0.36595,1.02235,0.86695,0.77302,0.86692,0.57942,1.1879,0.88939,1.32846,1.396e-05,1.396e-05,1.396e-05
